"type","lineno","license","cust_ID","sched","promised","RO_prn","inv_prn","status","timein","timeout","location","custname","ymm","recno","hat","dateposted","lastitemused","vehicle_ID","writer","odom_in","odom_out","balancedue","writernum","refno","estlaboramt","estpartsamt","esthours","laboramt","partsamt","taxamt","defaultTech","defaultTechParts","hazwaste","shopsupplies","hazwasteamt","shopsuppliesamt","versionstring","taxversion","taxamtmat1","taxamtmat2","taxamtmat3","taxamtmat4","taxamtmat5","taxamtmat6","taxamtmat7","taxamtmat8","taxamtmat9","taxamtlab1","taxamtlab2","taxamtlab3","taxamtlab4","taxamtlab5","taxamtlab6","taxamtlab7","taxamthazmat","taxamtshopsupplies","PrintedDate","discountamt","estdiscountamt","EstimateTax","EstimateHazmat","EstimateShopSupplies","CreatedAsEstimate","ReasonForVisit"
,,"CD2L899",25432,,,,,"C",,,,,,65119,,2011-04-21,,34431,"CB",,,281.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-21,,,,,,,
,,"DSF88X",707,,,,,"C",,,,,,55741,,2008-06-21,,3439,"CB",,,883.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-06-20,,,,,,,
,,"V70VFW",21342,,,,,"C",,,,,,54159,,2007-12-29,,28744,"TN",,,156.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-12-29,,,,,,,
,,"TEMPORARY",23751,,,,,"C",,,,,,63054,,2010-10-13,,33560,111,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-22,,,,,,,
,,"Y55WM8",16147,,,,,"C",,,,,,51240,,2007-05-01,,25259,"MS",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-04-27,,,,,,,
,,"BX17D",10673,,,,,"C",,,,,,67444,,2011-12-09,,23757,"KIT",,,180.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-09,,,,,,,
,,"680GVH",27124,,,,,"C",,,,,,67241,,2011-11-26,,36658,"CB",,,539.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-21,,,,,,,
,,,28488,,,,,"C",,,,,,70281,,2012-07-24,,38504,"TF",,,75.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-24,,,,,,,
,,"BU5W385",29197,,,,,"C",,,,,,71677,,2012-09-27,,39505,"ROB",,,449.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-27,,,,,,,
,,"X1037",27914,,,,,"C",,,,,,69096,,2012-05-14,,37735,111,,,26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-14,,,,,,,
,,,8671,,,,,"C",,,,,,59299,,2009-08-28,,31905,"TN",,,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-27,,,,,,,
,,"LFC837",28937,,,,,"C",,,,,,71150,,2012-09-01,,39136,"ROB",,,121.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-01,,,,,,,
,,"2NPT95",11535,,,,,"C",,,,,,45503,,2006-01-26,,15352,"SG",,,938.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-01-24,,,,,,,
,,"70LKK8",11748,,,,,"V",,,,,,62088,,,,32502,"CB",,,1133.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-30,,,,,,,
,,"M85XKJ",11197,,,,,"C",,,,,,48063,,2006-08-14,,20754,"TN",,,394.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-14,,,,,,,
,,"F34MYS",12473,,,,,"C",,,,,,51663,,2007-06-05,,27477,"MS",,,216.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-06-04,,,,,,,
,,"K02 CYB",8468,,,,,"C",,,,,,53928,,2007-12-07,,27368,"TN",,,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-12-07,,,,,,,
,,"180VVM",21320,,,,,"C",,,,,,56049,,2008-07-26,,29776,"DM",,,55.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-07-26,,,,,,,
,,"Y19-JYY",16274,,,,,"C",,,,,,52549,,2007-08-13,,27944,"MS",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-11,,,,,,,
,,,17489,,,,,"V",,,,,,50865,,,,23136,"ca",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-29,,,,,,,
,,"9NTC58",17015,,,,,"C",,,,,,70819,,2012-08-20,,24684,"TF",,,314.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-18,,,,,,,
,,"T36YRL",16250,,,,,"V",,,,,,42776,,,,21516,"SG",,,421.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-16,,,,,,,
,,"X62PKH",24721,,,,,"C",,,,,,63879,,2010-12-10,,33478,"CB",,,149.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-09,,,,,,,
,,"CW3S281",29391,,,,,"C",,,,,,72150,,2012-10-22,,39783,111,,,690.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-19,,,,,,,
,,"C",30368,,,,,"C",,,,,,74508,,2013-02-26,,41227,"KIT",,,4256.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-21,,,,,,,
,,"CC5N692",25885,,,,,"C",,,,,,65023,,2011-04-14,,35048,"CB",,,1814.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-12,,,,,,,
,,"RKS436",24393,,,,,"C",,,,,,61969,,2010-06-19,,33017,"TN",,,39.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-19,,,,,,,
,,"D47-MKS",16601,,,,,"C",,,,,,46339,,2006-04-05,,21989,"CG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-05,,,,,,,
,,"T93YVF",22117,,,,,"V",,,,,,61937,,,,29885,"TN",,,773.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-16,,,,,,,
,,"W53JMR",11481,,,,,"C",,,,,,59683,,2009-10-17,,32180,"CB",,,326.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10-17,,,,,,,
,,,17626,,,,,"C",,,,,,43956,,2005-09-14,,23312,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-09-14,,,,,,,
,,"HVV869",28148,,,,,"C",,,,,,72636,,2012-11-14,,38044,"ROB",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-14,,,,,,,
,,,21000,,,,,"C",,,,,,53103,,2007-12-03,,28221,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-09-28,,,,,,,
,,"92PHY1",22179,,,,,"C",,,,,,57651,,2009-02-09,,30767,"CB",,,412.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-02-07,,,,,,,
,,"4AXE878",13157,,,,,"C",,,,,,51439,,2007-06-06,,17212,"MS",,,347.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-14,,,,,,,
,,"M62RDX",20195,,,,,"C",,,,,,50808,,2007-03-23,,27039,"SG",,,499.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-23,,,,,,,
,,"BM3 1390",15875,,,,,"C",,,,,,74297,,2013-02-11,,39615,111,,,35.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-11,,,,,,,
,,"RND815",27531,,,,,"C",,,,,,68214,,2012-02-28,,37207,"KIT",,,203.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-27,,,,,,,
,,"58VBK7",28019,,,,,"C",,,,,,69323,,2012-06-06,,37876,"TF",,,263.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-02,,,,,,,
,,"18RBJ3",29641,,,,,"C",,,,,,72742,,2012-11-19,,40156,"ROB",,,61.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-19,,,,,,,
,,,29825,,,,,"C",,,,,,73194,,2012-12-12,,40418,"ROB",,,32.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-12,,,,,,,
,,"937PRG",18704,,,,,"C",,,,,,55089,,2008-04-09,,28672,"CB",,,613.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-07,,,,,,,
,,"S55VPR",20748,,,,,"C",,,,,,52409,,2007-08-04,,27820,"MS",,,1142.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-02,,,,,,,
,,"X14KMG",21308,,,,,"C",,,,,,54030,,2007-12-19,,28685,"SG",,,212.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-12-17,,,,,,,
,,"BZ2C982",28603,,,,,"C",,,,,,70486,,2012-08-03,,38670,111,,,36.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-03,,,,,,,
,,"CC5K372",25467,,2010-11-08,,,"C",,,,,,63526,,2010-11-08,,34474,"TN",,,1223.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-06,,,,,,,
,,"W56SLC",17217,,,,,"C",,,,,,43134,,2005-07-15,,22771,"CG",,,219.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-07-14,,,,,,,
,,"N508918",22328,,,,,"C",,,,,,71774,,2012-10-02,,39547,"ROB",,,33.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-02,,,,,,,
,,"061 PMP",19920,,,,,"C",,,,,,50627,,2007-03-09,,26661,"SG",,,321.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-09,,,,,,,
,,"8TCK03",18329,,,,,"C",,,,,,46436,,2006-04-13,,24621,"SG",,,299.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-13,,,,,,,
,,,21067,,,,,"Q",,,,,,61771,,2010-06-03,,,"JD",,,247.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-02,,,,,,,
,,"V36PKK",10313,,,,,"C",,,,,,46035,,2006-03-10,,24286,"SG",,,43.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-10,,,,,,,
,,"PAPER TAG",27279,,,,,"C",,,,,,67576,,2011-12-22,,36857,"CB",,,326.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-22,,,,,,,
,,"V32YYB",20287,,,,,"C",,,,,,51862,,2007-06-19,,27172,"SG",,,243.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-06-19,,,,,,,
,,"841LDY",24730,,,,,"C",,,,,,74381,,2013-02-16,,33491,111,,,627.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-15,,,,,,,
,,"813VTC",29618,,,,,"C",,,,,,72694,,2012-11-19,,40125,"ROB",,,383.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-16,,,,,,,
,,"X44XLR",24130,,,,,"V",,,,,,60356,,,,32659,"CB",,,352.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-02,,,,,,,
,,"CW9X042",25776,,,,,"C",,,,,,67765,,2012-01-16,,36936,"KIT",,,98.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-16,,,,,,,
,,"218TJL",12874,,,,,"C",,,,,,59028,,2009-07-29,,31717,"DM",,,162.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-07-27,,,,,,,
,,"X74YBH",24867,,,,,"C",,,,,,62310,,2010-07-21,,33698,111,,,49.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-19,,,,,,,
,,"950SVF",27035,,,,,"C",,,,,,67008,,2011-11-01,,36532,"KIT",,,47.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-31,,,,,,,
,,"X32KCC",21166,,,,,"C",,,,,,55351,,2008-05-08,,28475,"DM",,,143.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-08,,,,,,,
,,"356ZTY",23655,,,,,"C",,,,,,59428,,2009-09-12,,32000,"DM",,,444.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-12,,,,,,,
,,"X62RFM",20776,,,,,"C",,,,,,41001,,2005-01-15,,21093,"TN",,,43.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-15,,,,,,,
,,,761,,,,,"V",,,,,,839,,,,733,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-03-29,,,,,,,
,,"LBB357",26824,,,,,"C",,,,,,66543,,2011-09-19,,36254,"CB",,,361.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-16,,,,,,,
,,"N09JML",13858,,,,,"C",,,,,,47835,,2006-07-29,,18176,"SG",,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07-29,,,,,,,
,,"CG8L047",25439,,,,,"C",,,,,,63464,,2010-11-03,,34439,"CB",,,115.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-01,,,,,,,
,,"W15KYF",18045,,,,,"C",,,,,,45097,,2005-12-20,,23881,"SG",,,395.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-12-19,,,,,,,
,,"6XYK25",14332,,,,,"C",,,,,,45347,,2006-01-11,,18821,"SG",,,237.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-01-10,,,,,,,
,,"R24WGR",14945,,,,,"C",,,,,,42121,,2005-04-27,,19644,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-04-27,,,,,,,
,,"K02 CYB",8468,,,,,"C",,,,,,62300,,2010-07-20,,27368,"CB",,,369.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-19,,,,,,,
,,"V41XNK",22922,,,,,"C",,,,,,59257,,2009-08-24,,30992,"DM",,,241.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-24,,,,,,,
,,"ZXR33X",17801,,,,,"C",,,,,,47493,,2006-07-06,,23534,"SG",,,658.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07-05,,,,,,,
,,"836KCX",21693,,,,,"C",,,,,,55181,,2008-04-23,,29271,"DM",,,1169.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-18,,,,,,,
,,"DB31DB",9959,,,,,"V",,,,,,43204,,,,11906,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-07-19,,,,,,,
,,"BJ7R010",25803,,,,,"V",,,,,,64574,,,,34942,"CB",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-23,,,,,,,
,,474,11224,,,,,"C",,,,,,52670,,2007-08-22,,19237,"SG",,,24.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-22,,,,,,,
,,"D47-MKS",16601,,,,,"C",,,,,,45160,,2005-12-28,,21989,"SG",,,499.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-12-27,,,,,,,
,,"R88NNL",14790,,,,,"C",,,,,,51149,,2007-04-20,,19432,"SG",,,133.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-04-20,,,,,,,
,,"X74YCK",25940,,,,,"C",,,,,,64579,,2011-02-25,,35116,"CB",,,476.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-23,,,,,,,
,,"668DNS",24451,,,,,"C",,,,,,61110,,2010-03-20,,33102,"CB",,,328.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-20,,,,,,,
,,"V74CFC",27630,,,,,"C",,,,,,68465,,2012-03-24,,37351,"CB",,,690.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-19,,,,,,,
,,"TEMP",28227,,,,,"C",,,,,,69761,,2012-07-11,,38149,"KIT",,,51.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-30,,,,,,,
,,"AF06751",1663,,,,,"C",,,,,,63719,,2010-11-27,,34571,"CB",,,254.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-26,,,,,,,
,,"031LRB",24876,,2011-03-05,,,"C",,,,,,64655,,2011-03-05,,33710,"CB",,,450.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-05,,,,,,,
,,"BDZ295",22705,,,,,"C",,,,,,60489,,2010-01-16,,30685,"CB",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-16,,,,,,,
,,"DB6 D679",29553,,,,,"C",,,,,,72754,,2012-11-19,,40151,"KIT",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-19,,,,,,,
,,"800VMB",12475,,,,,"C",,,,,,55621,,2008-06-09,,17725,"CB",,,87.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-06-09,,,,,,,
,,"BE7 2141",28689,,,,,"C",,,,,,72886,,2012-12-06,,40231,"KIT",,,543.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-27,,,,,,,
,,"742PMM",25035,,,,,"C",,,,,,65055,,2011-04-15,,35240,"CB",,,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-14,,,,,,,
,,,21655,,,,,"C",,,,,,70772,,2012-08-16,,38869,"ROB",,,13.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-16,,,,,,,
,,"W72GCJ",17386,,,,,"C",,,,,,52555,,2007-08-14,,24579,"MS",,,131.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-13,,,,,,,
,,"RGW661",26765,,,,,"C",,,,,,69448,,2012-06-25,,37238,111,,,1225.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-14,,,,,,,
,,,7631,,,,,"C",,,,,,41557,,2005-03-07,,21878,"SG",,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-07,,,,,,,
,,,5938,,,,,"C",,,,,,60738,,2010-02-12,,32903,"TN",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-11,,,,,,,
,,"751SXX",19383,,,,,"C",,,,,,59540,,2009-09-29,,27502,"DM",,,69.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-29,,,,,,,
,,"P93XFD",13838,,,,,"C",,,,,,48658,,2006-09-28,,18151,"SG",,,567.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-09-27,,,,,,,
,,"HH7731",8311,,,,,"C",,,,,,45785,,2006-02-17,,9290,"CG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-02-17,,,,,,,
,,"737RCC",20106,,,,,"C",,,,,,55193,,2008-04-21,,26913,"DM",,,697.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-19,,,,,,,
,,"B79SLD",13232,,,,,"C",,,,,,53451,,2007-10-27,,17314,"SG",,,842.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-26,,,,,,,
,,"8NJT65",16331,,,,,"C",,,,,,44856,,2005-11-28,,21641,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-11-28,,,,,,,
,,,9067,,,,,"C",,,,,,49799,,2006-12-30,,25938,"SG",,,43.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-30,,,,,,,
,,,17753,,,,,"C",,,,,,44278,,2005-10-13,,23469,"TN",,,43.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-10-11,,,,,,,
,,"1HBF12",13702,,,,,"C",,,,,,46171,,2006-03-23,,17919,"CG",,,259.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-22,,,,,,,
,,"X32KCC",21166,,,,,"C",,,,,,58664,,2009-06-17,,28475,"CB",,,615.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-17,,,,,,,
,,"Z58RKK",16289,,,,,"C",,,,,,45682,,2006-02-09,,21576,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-02-09,,,,,,,
,,"H67MBV",11362,,,,,"C",,,,,,49054,,2006-10-27,,21485,"SG",,,356.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-27,,,,,,,
,,"648 FJT",20776,,,,,"C",,,,,,51907,,2007-06-23,,25186,"SG",,,309.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-06-23,,,,,,,
,,"34HVX2",25066,,,,,"C",,,,,,71026,,2012-09-20,,33967,"TF",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-28,,,,,,,
,,"CTK381",25377,,,,,"C",,,,,,68935,,2012-05-02,,37648,111,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-01,,,,,,,
,,,26875,,,,,"V",,,,,,71971,,,,39686,"TF",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-11,,,,,,,
,,"N20KMD",17453,,,,,"C",,,,,,49592,,2006-12-11,,23088,"NM",,,399.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-11,,,,,,,
,,"3EJKY",29664,,,,,"C",,,,,,72821,,2012-11-23,,40184,111,,,625.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-23,,,,,,,
,,"X30XYF",21900,,,,,"C",,,,,,58174,,2009-04-22,,31165,"CB",,,887.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-04-20,,,,,,,
,,"495NXH",14690,,,,,"C",,,,,,55396,,2008-05-13,,27767,"CB",,,109.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-13,,,,,,,
,,,2111,,,,,"V",,,,,,3663,,,,2104,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-01-03,,,,,,,
,,"HH7731",8311,,,,,"C",,,,,,46021,,2006-03-15,,9290,"CG",,,2154.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-09,,,,,,,
,,"9XR Y77",20024,,,,,"C",,,,,,55388,,2008-05-13,,26798,"CB",,,293.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-13,,,,,,,
,,"DT7 8152",3474,,,,,"C",,,,,,70134,,2012-08-20,,29112,"TN",,,305.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-17,,,,,,,
,,,14239,,,,,"Q",,,,,,58436,,2009-12-21,,,"TN",,,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-21,,,,,,,
,,"CN9S172",27030,,,,,"C",,,,,,66972,,2011-10-28,,36524,"TN",,,43.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-28,,,,,,,
,,"45X-MG9",12230,,,,,"C",,,,,,62579,,2010-08-25,,27058,"TN",,,31.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-11,,,,,,,
,,"812YTT",26721,,,,,"C",,,,,,66642,,2011-09-28,,36112,"CB",,,410.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-27,,,,,,,
,,"S28ZXZ",20776,,,,,"C",,,,,,53551,,2007-11-03,,5818,"KN",,,494.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-03,,,,,,,
,,,12096,,,,,"C",,,,,,45188,,2005-12-28,,23919,"SG",,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-12-28,,,,,,,
,,,4485,,,,,"W",,,,,,12394,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-06-12,,,,,,,
,,"HFS984",26887,,,,,"C",,,,,,67477,,2012-01-31,,36342,"TN",,,3019.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-13,,,,,,,
,,"PAPER",23751,,,,,"C",,,,,,61075,,2010-03-18,,33092,"TN",,,47.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-17,,,,,,,
,,"P68RGC",21163,,,,,"C",,,,,,54083,,2007-12-20,,28692,"SG",,,18.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-12-20,,,,,,,
,,"09VNB8",27916,,,,,"C",,,,,,69113,,2012-05-17,,37737,111,,,94.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-15,,,,,,,
,,"W99LJD",12012,,,,,"C",,,,,,45821,,2006-02-22,,23452,"SG",,,179.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-02-21,,,,,,,
,,,28789,,,,,"C",,,,,,70852,,2012-08-21,,38923,111,,,19.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-20,,,,,,,
,,"D77YYZ",16290,,,,,"C",,,,,,45179,,2005-12-28,,22287,"SG",,,132.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-12-27,,,,,,,
,,"719GYW",19814,,,,,"C",,,,,,50203,,2007-02-10,,26500,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-02-03,,,,,,,
,,"DG8D824",29417,,,,,"C",,,,,,72178,,2012-10-23,,39815,111,,,996.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-20,,,,,,,
,,"H04RJN",10455,,,,,"V",,,,,,41251,,,,13600,"TN",,,-9.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-02-08,,,,,,,
,,"DR5S198",29547,,,,,"C",,,,,,72523,,2012-11-07,,40015,111,,,36.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-07,,,,,,,
,,,27722,,,,,"V",,,,,,68687,,,,37483,"KIT",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-09,,,,,,,
,,"K76TYP",20776,,,,,"V",,,,,,53817,,,,13763,"SG",,,151.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-27,,,,,,,
,,,20477,,,,,"C",,,,,,51576,,2007-05-26,,27430,"MS",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-26,,,,,,,
,,"CWL384",21526,,,,,"C",,,,,,54699,,2008-02-27,,29020,"DM",,,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-25,,,,,,,
,,"B89YLZ",4953,,,,,"C",,,,,,57850,,2009-03-05,,8204,"CB",,,415.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-04,,,,,,,
