"keyid","workid","seqno","description","performed","qty","cost","price","sale","partno","hours_charged","hours_actual","hours_pay","version","taxdollars","part_labor","discountlevel","vendorcode","tax1","tax2","tax3","tax4","tax5","tax6","tax7","tax8","tax9","tax10","acctclass","category","staticamt","techsel","TechNum","partConfirm","partCommited","accessory","part_unique","Commission","package","Symptom","LongCode","ReqCode","sMfgCode","sTSBSymptom","sTSBCategory","sTSBSystem","sUpcCode","sPartsHier","QtyConfirmed","ConfirmNum","sTSBTitle","sWDLineCode","sAffGrpId","sCatPartType","fList","bPartOrdered"
500,260,1,"AXLE SHAFT ASSEMBLY - R&I [B]","1991-94 Explorer  Left  DOES NOT include alignment.",0,0,0,98,,1.4,1.4,1.4,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
502,260,3,"AXLE OUTPUT SHAFT - R&R [B]","1991-94 Explorer  Right Side, Front",0,0,0,217,,3.1,3.1,3.1,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
503,260,9,"U-joints",,3,13.25,26.5,26.5,"371",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,3,,,,,,0,FALSE
504,260,4,"FUEL PUMP - R&R [B]","1991-98  Explorer  DOES NOT include test.",0,0,0,112,,1.6,1.6,1.6,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
505,260,5,"ELECTRONIC INSTRUMENT CLUSTER - DIAGNOSIS [B]","1986-00  All applicable models  ""NOTE: Labor times listed are for R&R only and DO NOT include diagnosis time."" Includes: Message Center - Diagnosis.",0,0,0,49,,0.7,0.7,0.7,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
506,260,6,"INSTRUMENT CLUSTER PRINTED CIRCUIT - R&R [B]","1991-00  Explorer  ""NOTE: Labor times listed are for R&R only and DO NOT include diagnosis time.""",0,0,0,105,,1.5,1.5,1.5,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
507,260,7,"F RADIUS ARM BUSHING KIT",,1,24.06,49.11,49.11,"K8361",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,104,0,-1,0,,0,0,"MOGMG",,,,,,1,,,,,,0,FALSE
508,260,8,"RADIUS ARM BUSHING - R&R [B]","1991-01 Explorer  Front, Both  DOES NOT include alignment.",0,0,0,210,,3,3,3,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
509,260,11,"FUEL TANK SENDER",,1,0,169.23,169.23,"F2TZ9H307L",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
510,260,10,"TWO WHEEL ALIGNMENT - ADJUST [B]","1991-94 Explorer  Front, Axle  DOES NOT include straightening or replacing of parts.",0,0,0,49.95,,0.71,1.1,1.1,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,96,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
511,261,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.5,,0.21,0.21,0.21,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,4,5,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
512,261,0.1,"OIL FILTER",,1,5.16,10.86,10.86,"1334",0,0,0,1,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,17,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
513,261,0.2,"ENGINE OIL",,5,1.25,1.95,1.95,"5/30",0,0,0,1,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,5,,,,,,0,FALSE
514,263,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.5,,0.21,0.21,0.21,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,4,5,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
515,263,2,"Diagnose lack of power/poor performance","Found restricted exhaust - needs further repair",0,0,0,52.5,,0.75,1,1,4,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,145,0,4,6,0,0,0,0,-1,0,"Engine Lacks Power/Poor Performance",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
516,264,1,"Diagnose engine stalling condition","Found Low spark output. Replace parts as listed. Recheck",0,0,0,87.5,,1.25,1,1,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,145,0,4,6,0,0,0,0,-1,0,"Engine runs and then stalls (stops running)",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
517,264,2,"IGNITION COIL",,1,41.22,63.13,63.13,"00-258",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,126,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
518,264,3,"DISTRIBUTOR CAP",,1,7.42,15.83,15.83,"30102-PC6-005",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,126,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
519,264,4,"IGNITION ROTOR",,1,1.29,2.58,3.2,"30103-PA5-005",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,126,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
520,264,5,"TOWING","TOWING",0,45.4,0,56.75,,0,0,0,2,0,4,0,,1,1,1,1,1,0,0,0,0,0,5,0,0,3,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
521,264,6,"SPARK PLUG",,4,1.3,2.58,2.58,"6937",0,0,0,1,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,126,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,4,,,,,,0,FALSE
522,265,2,"Diagnose engine stalling condition","diagnostics -  found rear fuel filter plugged- replaced both fuel filters  replaced wire set",0,0,0,70,,1,1,1,4,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,145,0,4,6,0,0,0,0,-1,0,"Engine runs and then stalls (stops running)",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
523,266,2,"Diagnose No Start/Hard Start","Found coolant temp sensor and oxygen sensor defective.",0,0,0,70,,1,1,1,4,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,145,0,4,6,0,0,0,0,-1,0,"Engines Crank OK but either is hard to start or will not start cold - dies/hard to restart",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
524,267,2,"Check headlight operation","repair for overheated wiring from switch to relay",0,0,0,35,,0.5,0,0,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,"Headlights go out when brake applied",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
525,267,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,28.5,,0.41,0.21,0.21,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,4,5,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
526,267,3,"Change automatic transmission filter and gasket","Remove and replace automatic transmission filter and gasket with the removal of skid plate and/or cross member.  Added fresh transmission fluid.  Inspect for leaks.  Road test vehicle.",0,0,0,59.5,,0.85,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,117,0,0,0,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
527,268,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.5,,0.21,0.21,0.21,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,4,5,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
528,268,2,"OIL FILTER",,1,4.43,9.32,9.32,"1348",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,19,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
529,268,3,"ENGINE OIL",,4.5,1.25,1.95,1.95,"10/40wt",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,4.5,,,,,,0,FALSE
530,269,1,"Diagnose engine stalling condition",,0,0,0,70,,1,1,1,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,145,0,4,6,0,0,0,0,-1,0,"Recheck Engine runs and then stalls (stops running)",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
531,269,0.1,"IGNITION COIL",,1,0,41.7,41.7,"04797293",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
532,269,0.2,"pigtail  ign. coil",,1,0,58.35,58.35,"04638991",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
533,269,0.3,"battery washers",,1,0,1,1,"noco pads",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
534,270,1,"Check heater switch/Lacks heater temp","Flush heater core,Replace thermostat",0,0,0,140,,2,2,2,5,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-1,0,"Heater lacks Temp -",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
535,269,2,"BATTERY  SERVICE",,0,0,0,0,,0,0,0,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,"BATTERY SERVICE",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
536,267,0.1,"ENGINE OIL",,7,1.25,1.95,1.95,"10/40",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,7,,,,,,0,FALSE
537,267,0.2,"AUTO. TRANS. FLUID",,6,1.25,1.95,1.95,"ATF",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,6,,,,,,0,FALSE
538,267,0.11,"Repair shock mounting bracket","Repair shock mounting bracket and replaced bolt",0,0,0,52.5,,0.75,0,0,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
539,267,0.3,"Air bag pressure","Checked airbag pressure and fill to specs. 
Rear airbag pressure was  at 15lbs.",0,0,0,0,,0,0,0,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
540,267,0.4,"OIL FILTER",,1,4.6,9.65,9.65,"1061",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,8,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
541,267,0.5,"TRANSMISSION FILTER",,1,10.15,16.18,16.18,"B29",0,0,0,3,0,0,0,"B & L",1,1,1,1,1,0,0,0,0,0,1,147,1,0,0,1,0,8,76,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
542,267,0.6,"bolt/nut/washer",,1,0.75,1.5,1.5,"1/2"" bolt & nut",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
543,273,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.5,,0.21,0.21,0.21,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,4,5,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
544,273,0.1,"Check headlight adjustment","Adjustment",0,0,0,24.5,,0.35,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
545,274,1,"TRANSMISSION ASSEMBLY - R&I [C]","Combination: FLYWHEEL - R&R",0,0,0,14,,0.2,0.2,0.2,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,4,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
546,274,2,"TRANSMISSION ASSEMBLY - R&I [C]","1984-00 Cherokee  4WD, Gas",0,0,0,322,,4.6,4.6,4.6,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,4,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
547,274,3,"TRANS. COOLER HOSE",,1,2.95,5.9,5.9,"B560",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
548,274,4,"Fitting",,3,1.85,3.7,3.7,"5 1/16 Splice",0,0,0,2,0,0,0,"NAPA",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,3,,,,,,0,FALSE
549,274,5,"AUTO. TRANS. FLUID",,9,1.25,0,1.95,"Atf",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,9,,,,,,0,FALSE
550,274,6,"ENGINE OIL",,2,1.25,0,1.95,"10/40",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
551,274,7,"BRAKE CLEAN",,1,2.25,4.5,4.5,"Can Cleaner",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
552,274,8,"Flexplate",,1,36.95,73.9,73.9,"A314",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
553,274,11,"Trans Repair",,1,420.2,0,520.2,"A904",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
554,274,8.1,"Purple Wire Burned through","Repaired Vacuum line to heater control valve",0,0,0,0,,0,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
555,274,9,"Air filter Rubber hose","Repaired",0,0,0,0,,0,0,0,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
556,274,10,"Trans Cooler Lines","Repaired pin hole in trans cooler",0,0,0,70,,1,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
557,274,8,"TRANSMISSION ASSEMBLY - R&I [C]","Combination: TRANSMISSION ASSEMBLY -  REPLACE",0,0,0,42,,0.6,0.6,0.6,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
558,275,1,"Diagnose Cause of Light","Found code 647 . Troubleshoot PCM.Found internal Trans failure. Remove for tear down . Rebuild as needed.Reinstall. Reset PCM. Refill and Road test.",0,0,0,455,,6.5,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,117,0,0,0,0,0,0,0,-1,0,"Check Engine Light or Service Engine Soon Light Comes On",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
559,275,0.1,"TRANS. REBUILD",,1,1258.25,0,1658.25,"264j-6-29993",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
560,275,0.2,"AUTO. TRANS. FLUID",,9,1.25,2.5,1.95,"ATF",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,9,,,,,,0,FALSE
561,277,1,"Inspect turn signal lights, switch and/or flasher","Replace Right Front Turn Signal Assembly",0,0,0,42,,0.6,1,1,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,-1,0,"Turn signal indicator either stays on or blinks too quickly",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
562,277,0.1,"lamp",,1,118.4,0,148,"04762256",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
563,277,2,"LIGHT BULB",,2,1.39,2.78,2.78,"3057",0,0,0,2,0,0,0,"ACD-5002",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
564,277,3,"LIGHT BULB",,1,0.8,1.6,1.6,"194",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
565,270,0.1,"ANTI-FREEZE COOLANT",,1,4.25,8.5,8.5,"Antifreeze",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
566,270,0.2,"HOSE CLAMP",,4,0.65,1.3,1.3,"0010",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,4,,,,,,0,FALSE
567,270,0.3,"HOSE CLAMP",,1,0.75,1.5,1.5,"0024",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
568,270,0.4,"THERMOSTAT",,1,5.81,11.62,11.62,"21200-v7205",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
569,273,0.01,"OIL FILTER",,1,5.16,10.86,10.86,"1334",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,17,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
570,273,0.02,"ENGINE OIL",,5,1.25,2.5,1.95,"10/40",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,5,,,,,,0,FALSE
571,283,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.5,,0.21,0.21,0.21,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,4,5,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
572,284,1,"Inspect Front End",,0,0,0,35,,0.5,0.5,0.5,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,146,0,4,5,0,0,0,0,-1,0,"Vehicle Hard to steer straight",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
574,285,1,"Inspect Front Axles","Remove and Replace Rightside CV Axle",0,0,0,70,,1,0.25,0.25,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,-1,0,"Won't Move/Drive",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
575,286,1,"Front End Inspection","Inspect and advise",0,0,0,10,,0.14,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
576,286,2,"Pulls Braking. Customer requests Bleeding of brakes","Inspect and advise",0,0,0,16,,0.23,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
577,286,3,"Defroster hose under dash",,0,0,0,0,,0,0,0,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
578,286,4,"Reinstall Mirrors",,0,0,0,9.1,,0.13,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
579,286,5,"Install Turn signals, on hood",,0,0,0,9.1,,0.13,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
580,287,1,"Inspect charging system","Check charging system - found defective alternator",0,0,0,35,,0.5,0.5,0.5,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,130,0,4,6,0,0,0,0,-1,0,"Charging System Warning Lights Comes on/Glows",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
581,288,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.5,,0.21,0.21,0.21,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,0,0,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
582,289,1,"Diagnose engine misfire freeway speed - also statrs chugging",,0,0,0,70,,1,1,1,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,145,0,4,6,0,0,0,0,-1,0,"Engine is misfiring/lacks power",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
583,290,1,"Inspect Front End, Hit curb","Check alignment - no problems found  possible tire balance  problem",0,0,0,0,,0,0,0,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
584,291,1,"Exhaust System","Replace Exhaust From Convertor Back",0,0,0,52.5,,0.75,0.75,0.75,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
585,291,2,"Heater Does not work","Replace Blower motor",0,0,0,35,,0.5,0,0,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
587,293,1,"check heater fan operation","Test system . Found Defective Fan Motor.",0,0,0,17.5,,0.25,0.25,0.25,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,"check no heat from heater",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
588,294,1,"CHECK WON'T SHIFT OUT OF GEAR","REPAIR TRANSFER CASE TO SHIFTER LINKGAE - REPLACE BUSHINGS",0,0,0,70,,1,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-1,0,"won't shift out of gear",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
589,295,1,"Diagnose air conditioning system","Replace Parts as listed. Retro fit to R134a Evacuate and recharge",0,0,0,245,,3.5,1,1,4,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,115,0,1,6,0,0,0,0,-1,0,"Air conditioning is not cooling properly",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
590,295,2,"Check front brakes","Rotors slightly warped, at minimum specs now. Will need rotors to cure surge problem",0,0,0,17.5,,0.25,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,"Front brake pulsates",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
591,295,3,"Coolant flush","Backflush System",0,0,0,52.5,,0.75,0,0,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,-1,0,"oolant flush",0,0,,"None>","None>","None>",,,0,,,,,,0,FALSE
592,296,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.5,,0.21,0.21,0.21,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,4,5,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
593,288,2,"OIL FILTER",,1,5.55,10.25,10.25,"1394",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,23,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
594,288,3,"ENGINE OIL",,4,1.25,1.95,1.95,"10/40",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,4,,,,,,0,FALSE
595,288,4,"Trip Check","Brake inspectiion - Fronts at 80% Rears at 40%
Scan test computer for codes",0,0,0,52.5,,0.75,0,0,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
596,288,5,,"Last trans service?",0,0,0,0,,0,0,0,1,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
597,298,1,"Diagnose No Start/Hard Start","REPLACED ALTERNATOR AS LISTED ALONG WITH P/S BELT",0,0,0,105,,1.5,1,1,4,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,145,0,4,6,0,0,0,0,-1,0,"Engines Crank OK but either is hard to start or will not start/shimmey at turn off",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
598,298,2,"Check fan operation-noise","Check fan operation/noise - found defective powersteering belt see hardstart repair for labor.",0,0,0,0,,0,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,"fan noise - clank",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
599,296,2,"OIL FILTER",,1,5.16,10.86,10.86,"1334",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,17,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
