"keyid","workid","seqno","description","performed","qty","cost","price","sale","partno","hours_charged","hours_actual","hours_pay","version","taxdollars","part_labor","discountlevel","vendorcode","tax1","tax2","tax3","tax4","tax5","tax6","tax7","tax8","tax9","tax10","acctclass","category","staticamt","techsel","TechNum","partConfirm","partCommited","accessory","part_unique","Commission","package","Symptom","LongCode","ReqCode","sMfgCode","sTSBSymptom","sTSBCategory","sTSBSystem","sUpcCode","sPartsHier","QtyConfirmed","ConfirmNum","sTSBTitle","sWDLineCode","sAffGrpId","sCatPartType","fList","bPartOrdered"
1198,420,1,"Hesitates from a stop. Acts like trans slow to engage.","Reset pressures and road test.",0,0,0,0,,0,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1199,420,2,"Heater works part of the time -","Replace blower motor switch.",0,0,0,87.5,,1.25,1.25,1.25,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1200,420,3,"Temp gauge not working at all.","Diagnostics  - Remove and replace temp sensor as listed.",0,0,0,42,,0.6,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1201,420,4,"Front brakes skid.","Tighten lower control arms to frame.Adjust brakes.Road test",0,0,0,70,,1,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1202,420,5,"Differential leak -","slight leak. Not enough to justify repair at this time. (monitor)",0,0,0,0,,0,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1203,420,6,"Inspect for oil leaks. Advise.","Replace front crank seal (damper) as listed.",0,0,0,70,,1,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1204,420,7,"Coolant leak.Has to add  to resevoir. Right lower part of rad area ?","Recommend hoses, waterpump and radiator.",0,0,0,0,,0,0,0,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1205,421,1,"Diagnose Cause of Light","Found EGR position code - Diagnostics found defective EVP sensor  - remove and replace as listed. Retest.",0,0,0,70,,1,0,0,4,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,145,0,4,6,0,0,0,0,-1,0,"Check Engine Light or Service Engine Soon Light Comes On",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
1206,422,1,"Change automatic transmission filter and gasket","Remove and replace automatic transmission filter and gasket.  Added fresh transmission fluid.  Inspect for leaks.  Road test vehicle.",0,0,0,52.5,,0.75,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,117,0,0,0,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
1207,423,1,"Diagnose Cause of Light","Found code 21 . TPS high. Troubleshoot system . Needs sensor.",0,0,0,70,,1,0,0,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,145,0,4,6,0,0,0,0,-1,0,"Check Engine Light or Service Engine Soon Light Comes On",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
1208,424,1,"Diagnose Cause of Light- see below",,0,0,0,0,,0,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,145,0,0,0,0,0,0,0,-1,0,"Check Engine Light or Service Engine Soon Light Comes On",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
1209,424,2,"Missfires / Runs rough / then check engine light came on","Scope test/scan test Found PO306 Miss#6 cylinder, PO 325 knock sensor bank #1. knock sensor - labs bad 2.5 volts fixed 2.5. #6 cylinder injector labs ok - fuel pressure good .",0,0,0,98,,1.4,0,0,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1210,425,1,"Diagnose engine noise and its cause","Found serpentine belt tensioner defective . Replace",0,0,0,70,,1,1,1,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,112,0,4,4,0,0,0,0,-1,0,"Engine is making unusual noises",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
1211,426,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,24.5,,0.35,0.21,0.21,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,4,4,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
1212,426,2,"Inspect shocks/advise-","MARGINAL",0,0,0,0,,0,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1213,426,3,"Turn signal / Flasher ?",,0,0,0,0,,0,0,0,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1214,427,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.5,,0.21,0.21,0.21,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,0,0,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
1215,427,2,"Inspect brakes","Found Defective master cylinder.Front and rear brakes 60%
Remove and replace as listed. Road test",0,0,0,87.5,,1.25,0.5,0.5,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,109,0,4,5,0,0,0,0,-1,0,"Brake Pedal is soft or sinks to the floor",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
1216,422,2,"AUTO. TRANS. FLUID",,7,1.25,1.95,1.95,"ATF",0,0,0,2,0,0,0,"PENZ",1,1,1,1,1,0,0,0,0,0,1,149,0,0,0,1,0,0,112,-1,0,,0,0,"ATF",,,,,,7,,,,,,0,FALSE
1217,422,3,"TRANSMISSION FILTER",,1,20.85,0,36.79,"B72",0,0,0,2,0,0,0,"B & L",1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,87,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1218,429,1,"Diagnose engine overheating - possible t-stat","Found waterpump leaking. Replace pump/hoses/ thermostat as listed. Refill and pressure test.",0,0,0,210,,3,0.75,0.75,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,115,0,4,3,0,0,0,0,-1,0,"Engine is overheating (steam, losing coolant, pressure relief at radiator cap or recovery system)",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
1220,405,9,"pu coil sh",,1,3.09,5.88,5.88,"10496783",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1221,307,5,"SEAL",,2,1.5,3.33,3.33,"4739",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
1222,307,6,"BRAKE PADS",,1,22.66,53.32,53.32,"MKD52S",0,0,0,2,0,0,0,"ACD-5002",1,1,1,1,1,0,0,0,0,0,1,109,0,0,0,1,0,0,134,-1,0,,0,0,"BN2BD",,,,,,1,,,,,,0,FALSE
1223,307,7,"BRAKE ROTOR",,2,94.96,189.92,189.92,"141863",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
1226,384,10,"BOLT",,16,1.04,1.3,1.3,"FMC374047S",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,16,,,,,,0,FALSE
1227,384,9.1,"GASKET",,2,1.56,3.47,3.47,"9998",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
1228,431,1,"VLV CVR ST",,1,8.92,19.82,19.82,"VS50044C",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1230,307,9,"BRAKE CLEAN",,1,2.98,5.95,5.95,"Brake Clean",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1232,418,3,"Alternator","Remove and replace alternator",0,0,0,70,,1,0,0,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1233,418,4,"alternator",,1,121.5,243,243,"210-0114",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1234,384,11,"Flywheel",,1,28.68,57.36,57.36,"F208",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1235,432,1,"New engine recheck","as per check list",0,0,0,0,,0,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1236,432,2,"Estimate on exhaust","see est.",0,0,0,0,,0,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1237,423,2,"EFI THROTTLE SENSOR",,1,45.83,79.02,79.02,"25532800",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,104,0,-1,0,,0,0,"DELDE",,,,,,1,,,,,,0,FALSE
1238,423,3,"THROTTLE POSITION SENSOR - R&R [B]","1989-91  LeSabre  Includes: Adjust where applicable.",0,0,0,42,,0.6,0.6,0.6,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1239,384,12,"switch- oil pressure switch",,1,15.28,34.87,34.87,"SW1547B",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1240,384,13,"primary Dist Lead",,1,24.26,30.33,30.33,"DW34",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1241,433,1,"Diagnose why the engine will not crank","Replace starter solenoid . Retest system",0,0,0,52.5,,0.75,1,1,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,145,0,1,6,0,0,0,0,-1,0,"Engine will not crank (trun over)",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
1242,429,2,"WATER PUMP-NEW",,1,60.56,122.33,122.33,"251-594",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,104,0,-1,0,,0,0,"AC DE",,,,,,1,,,,,,0,FALSE
1243,429,3,"MOLDED COOLANT/HTR HOSE",,1,8.8,17.6,17.6,"9816",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,104,0,-1,0,,0,0,"ABH35",,,,,,1,,,,,,0,FALSE
1244,429,4,"LOWER RADIATOR HOSE",,1,9.19,18.38,18.38,"26157X",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,104,0,-1,0,,0,0,"ABH35",,,,,,1,,,,,,0,FALSE
1245,429,5,"UPPER RADIATOR HOSE",,1,9.1,18.2,18.38,"26060X",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,104,0,-1,0,,0,0,"ABH35",,,,,,1,,,,,,0,FALSE
1248,433,2,"STARTER SOLENOID-NEW",,1,14.53,29.06,29.06,"SW-1951-C",0,0,0,1,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,32,0,-1,0,,0,0,"MOTMO",,,,,,1,,,,,,0,FALSE
1251,435,1,"Lacks heater temp","Replace heater core as listed",0,0,0,105,,1.5,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1257,405,0,,,0,20,0,43.32,,0,0,0,0,0,7,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,0,FALSE
1258,432,3,,"22502 muffler $102.01
45644 tailpipe $22.90
15634 catalytic convertor $191.94
35336  x 3  clamps @ $2.21ea
31519 gasket $ 2.75",0,0,0,0,,0,0,0,2,0,5,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1259,432,4,"OIL FILTER",,1,5.58,10.64,10.64,"1626",0,0,0,1,0,0,0,"NAPA",1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,8,37,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
1260,432,5,"ENGINE OIL",,6,1.25,1.95,1.95,"10/40",0,0,0,1,0,0,0,"PENZ",1,1,1,1,1,0,0,0,0,0,1,149,0,0,0,1,0,0,113,-1,0,,0,0,"OIL",,,,,,6,,,,,,0,FALSE
1261,427,3,"Master Cylinder",,1,134.5,269,269,"174-638",0,0,0,2,0,0,0,"ACD-5002",1,1,1,1,1,0,0,0,0,0,1,109,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1262,427,4,"BRAKE FLUID",,1,0.99,4.5,4.5,"brake fluid",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1263,427,5,"OIL FILTER",,1,4.57,9.62,9.62,"1036",0,0,0,2,0,0,0,"NAPA",1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,2,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
1264,427,6,"ENGINE OIL",,5,1.25,1.95,1.95,"10/40",0,0,0,2,0,0,0,"PENZ",1,1,1,1,1,0,0,0,0,0,1,149,0,0,0,1,0,0,113,-1,0,,0,0,"OIL",,,,,,5,,,,,,0,FALSE
1265,427,0,,,0,15,0,44.61,,0,0,0,0,0,7,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,0,FALSE
1266,427,7,"BRAKE PARTS CLEANER",,1,2.25,4.5,4.5,"Brake clean",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1267,429,0.1,"ANTI-FREEZE COOLANT",,2,4.25,8.5,8.5,"COOL",0,0,0,2,0,0,0,"AES",1,1,1,1,1,0,0,0,0,0,1,144,0,0,0,1,0,0,116,-1,0,,0,0,"AES",,,,,,2,,,,,,0,FALSE
1268,425,0.1,"TENSIONER",,1,94.32,122.81,122.81,"F23Z*6B209*B",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1269,423,4,,"Recomendations
Tune up
Trans service
Plug wires
Serpentine belt
Fuel Injection Service",0,0,0,0,,0,0,0,1,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1270,438,1,"Coolant leak , Rear of engine block",,0,0,0,0,,0,0,0,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1271,429,6,"Antirust",,1,1.5,4.95,4.95,"Max 13",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1272,429,7,"clamps",,4,0.75,1.5,1.5,"12",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,4,,,,,,0,FALSE
1273,429,8,"clamps",,2,0.85,1.7,1.7,"20",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
1274,429,9,"clamps",,2,0.95,1.9,1.9,"24",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
1275,429,10,"Thermostat",,1,4.95,9.9,9.9,"530090",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1276,429,11,"Thermostat gasket",,1,0.5,1,1,"3018",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1277,442,1,"carrier",,1,98,148,148,"DAN707062X",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1278,442,2,"spider kit",,1,70,105,105,"DAN706058X",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1279,442,3,"Bearing kit",,1,167,207,207,"YK D80-A",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1280,442,4,"axle",,1,83,133,133,"YA D36113-1",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1281,443,1,"Inspect Charging system","found defective battery. Remove and replace battery as listed.",0,0,0,35,,0.5,1,1,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1282,444,1,"INSPECT MUFFLER :","REPLACE PARTS AS LISTED.",0,0,0,35,,0.5,0.5,0.5,4,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1283,445,1,"Diagnose Cause of Light","Found Knock Sensor and Coolant Temp Sensor codes. Run individual system diagnostics.Recommend Temp sensor and Knock sensor.",0,0,0,105,,1.5,1,1,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,145,0,4,6,0,0,0,0,-1,0,"Check Engine Light or Service Engine Soon Light Comes On",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
1284,407,10,"AIR FILTER",,1,16.33,26.33,26.33,"6395",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1285,447,1,"Diagnose engine overheating","found blown headgasket.",0,0,0,52.5,,0.75,0.75,0.75,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,115,0,0,0,0,0,0,0,-1,0,"Engine is overheating (steam, losing coolant, pressure relief at radiator cap or recovery system)",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
1286,447,2,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.5,,0.21,0.21,0.21,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,0,0,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
1287,424,3,"FUEL INJECTOR",,1,67.92,113.1,113.1,"62  027",0,0,0,2,0,0,0,"WP",1,1,1,1,1,0,0,0,0,0,1,145,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1288,407,11,"BRAKE PADS",,1,39.36,57.15,57.15,"43022-SV4-G224",0,0,0,3,0,0,0,"WP",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1289,407,12,"BRAKE PADS",,1,31.4,44.95,44.95,"45022-SM5-525",0,0,0,3,0,0,0,"WP",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1290,407,8,"True Rotor",,4,7,14,14,"TR",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,109,0,0,0,1,0,8,162,-1,0,,0,0,,,,,,,4,,,,,,0,FALSE
1291,407,3,"OIL FILTER",,1,5.16,10.86,10.86,"1334",0,0,0,3,0,0,0,"NAPA",1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,17,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
1293,407,5,"AUTO. TRANS. FLUID",,4,2.88,4.28,4.28,"ATFZ1",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,149,0,0,0,1,0,0,164,-1,0,,0,0,"HON",,,,,,4,,,,,,0,FALSE
1294,407,6,"BRAKE CLEAN",,1,1.85,4.95,4.95,"BC",0,0,0,3,0,0,0,"JEM",1,1,1,1,1,0,0,0,0,0,1,109,0,0,0,1,0,0,165,-1,0,,0,0,"JEM",,,,,,1,,,,,,0,FALSE
1295,407,7,"Transmission Service","Service as required",0,0,0,24.5,,0.35,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,28,117,0,4,5,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1296,407,2,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.5,,0.21,0.21,0.21,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,4,5,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
1298,438,2,"INTAKE MANIFOLD - R&R [B]","Add Time: Where Cruise Control  interferes add",0,0,0,14,,0.2,0.2,0.2,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1299,438,3,"INTAKE MANIFOLD - R&R [B]","1996-00 Pickup V8, 5.7L Eng, Lower  w/Air Cond",0,0,0,301,,4.3,4.3,4.3,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1300,438,4,"RADIATOR CAP-REGULAR",,1,4.61,9.22,9.22,"15982188",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,40,0,-1,0,,0,0,"ACTAC",,,,,,1,,,,,,0,FALSE
1301,438,5,"THERMOSTAT",,1,5.63,11.26,11.26,"131-113",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,40,0,-1,0,,0,0,"ACTDE",,,,,,1,,,,,,0,FALSE
1302,438,6,"INTAKE MANIFOLD GSKT SET",,1,30.05,60.1,60.1,"MS90131",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,40,0,-1,0,,0,0,"FELFEL",,,,,,1,,,,,,0,FALSE
1303,438,7,"ANTI-FREEZE COOLANT",,2.5,10.66,16.95,16.95,"Dex",0,0,0,2,0,0,0,"ACD-5002",1,1,1,1,1,0,0,0,0,0,1,144,0,0,0,1,0,0,114,-1,0,,0,0,"DELDE",,,,,,2.5,,,,,,0,FALSE
1304,449,1,"Failed Emissions - recheck previous work","Reset CO levels",0,0,0,0,,0,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1305,438,8,"heater fitting",,1,7.5,12.5,12.5,"gm",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
1306,450,1,"Recheck - REPLACE PART AS LISTED.",,0,0,0,0,,0,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1307,451,1,"Run Rich Black smoke out exhaust, Runs rough at an idle-","Remove and replace carb for overhaul as listed. Set to spec's and road test,",0,0,0,175,,2.5,0,0,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1308,452,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.5,,0.21,0.21,0.21,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,4,5,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
1309,452,2,"Replace bulbs","as listed.",0,0,0,0,,0,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1310,453,1,"Check Power Windows-","Diagnostics found defective switch - replace as listed.",0,0,0,70,,1,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1311,453,2,"Heater Panel light-","replace bulbs listed.",0,0,0,35,,0.5,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,11,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
1312,454,1,"Diagnose engine overheating -","Found thermostat stuck closed causing overheat. Replace thermostat , refill and retest .Found Hydro carbons in radiator - blown headgasket. recommend headgasket repair.",0,0,0,70,,1,0.75,0.75,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,115,0,4,4,0,0,0,0,-1,0,"Engine is overheating (steam, losing coolant, pressure relief at radiator cap or recovery system)",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
1313,455,1,"Trip Check: Vehicle needs full tune up,all hoses with t-stat and flush, belts .",,0,0,0,0,,0,0,0,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
